Item code,Item Category,Item Name,Measurement Unit,Price
1,Service,"Operation and maintenance of the HVAC at Tiger's Den-
-Central Air Conditioning System for Tiger' Den,
-Complete Servicing
-Operating and monitoring of AHU-17 Sets, Chilled Water Pump-04 Sets, Fans, Related Panel Boards, BMS System, auto control system
--24/7 Operational team shall have available as a minimum 1 Engineer( five years experienced in BMS, chillers O&M)-  8:00 AM to 8:00 PM, 1 Technician (five years experienced in BMS, chillers O&M) – 8:00  AM to 9:00  PM, 1 Technician (five years experienced in BMS, chillers O&M) – 9:00  PM to 8:00 AM
302,Galvanized Iron,"GI Reducer 2"" Dia ",Nos,925.00
303,Galvanized Iron,"GI Reducer 2.5"" Dia ",Nos,"1,055.00"
304,Galvanized Iron,"GI Reducer 3"" Dia ",Nos,"1,190.00"
305,Galvanized Iron,"GI Reducer 4"" Dia ",Nos,"1,463.00"
306,Flexible joint ,"Flaxible Joiny 1"" Dia",Nos,"1,980.00"
307,Flexible joint ,"Flaxible Joiny 1.5"" Dia",Nos,"2,600.00"
308,Flexible joint ,"Flaxible Joiny 2"" Dia",Nos,"3,290.00"
309,Flexible joint ,"Flaxible Joiny 2.5"" Dia",Nos,"3,890.00"
310,Flexible joint ,"Flaxible Joiny 3"" Dia",Nos,"4,600.00"
311,Flexible joint ,"Flaxible Joiny 4"" Dia",Nos,"5,320.00"
312,Flexible joint ,"Flaxible Joiny 5"" Dia",Nos,"8,000.00"
313,Flexible joint ,"Flaxible Joiny 6"" Dia",Nos,"8,645.00"
314,Flexible joint ,"Flaxible Joiny 8"" Dia",Nos,"12,500.00"
315,Flexible joint ,"Flaxible Joiny 10"" Dia",Nos,"16,500.00"
316,Flexible joint ,"Flaxible Joiny 12"" Dia",Nos,"19,285.00"
317,Non Return Valve ,"Non Return Valve 1"" Dia ",Nos,"1,250.00"
318,Non Return Valve ,"Non Return Valve 1.5"" Dia ",Nos,790.00
319,Non Return Valve ,"Non Return Valve 2"" Dia ",Nos,"1,050.00"
320,Non Return Valve ,"Non Return Valve 2.5"" Dia ",Nos,"1,330.00"
321,Non Return Valve ,"Non Return Valve 3"" Dia ",Nos,"2,394.00"
322,Non Return Valve ,"Non Return Valve 4"" Dia ",Nos,"31,000.00"
323,Non Return Valve ,"Non Return Valve 5"" Dia ",Nos,"32,400.00"
324,Non Return Valve ,"Non Return Valve 6"" Dia ",Nos,"33,000.00"
325,Non Return Valve ,"Non Return Valve 8"" Dia ",Nos,"36,500.00"
326,Blades,"Grinding wheel 2"" Dia",Nos,106.40
327,Blades,"Grinding wheel 4"" Dia",Nos,160.00
328,Blades,"Cutting wheel 2"" Dia",Nos,106.40
329,Blades,"Cutting wheel 4"" Dia",Nos,199.50
330,Y- Strainer ,"Y- Strainer 1"" Dia",Nos,"1,320.00"
331,Y- Strainer ,"Y- Strainer 1.5"" Dia",Nos,"1,580.00"
332,Y- Strainer ,"Y- Strainer 2"" Dia",Nos,"1,990.00"
333,Y- Strainer ,"Y- Strainer 2.5"" Dia",Nos,"2,350.00"
334,Y- Strainer ,"Y- Strainer 3"" Dia",Nos,"2,926.00"
335,Y- Strainer ,"Y- Strainer 4"" Dia",Nos,"5,320.00"
336,Y- Strainer ,"Y- Strainer 5"" Dia",Nos,"9,310.00"
337,Y- Strainer ,"Y- Strainer 6"" Dia",Nos,"15,960.00"
338,Y- Strainer ,"Y- Strainer 8"" Dia",Nos,"22,400.00"
339,Y- Strainer ,"Y- Strainer 10"" Dia",Nos,"26,600.00"
340,Balancing Valve (UL Listed),"Balancing Valve 1"" Dia",Nos,"13,100.00"
341,Balancing Valve (UL Listed),"Balancing Valve 1.5"" Dia",Nos,"15,700.00"
342,Balancing Valve (UL Listed),"Balancing Valve 2"" Dia",Nos,"19,800.00"
343,Balancing Valve (UL Listed),"Balancing Valve 2.5"" Dia",Nos,"23,900.00"
344,Balancing Valve (UL Listed),"Balancing Valve 3"" Dia",Nos,"29,260.00"
345,Balancing Valve (UL Listed),"Balancing Valve 4"" Dia",Nos,"42,560.00"
346,Balancing Valve (UL Listed),"Balancing Valve 5"" Dia",Nos,0.00
347,Balancing Valve (UL Listed),"Balancing Valve 6"" Dia",Nos,"79,000.00"
348,Balancing Valve (UL Listed),"Balancing Valve 8"" Dia",Nos,"99,000.00"
349,Balancing Valve (UL Listed),"Balancing Valve 10"" Dia",Nos,"133,000.00"
350,Insullation ,"Cork sheet 1/2"" Dia",RFT,197.00
351,Insullation ,"Cork sheet 1"" Dia",RFT,230.00
352,Insullation ,"Cork sheet 1.5"" Dia",RFT,249.00
353,Insullation ,"Cork sheet 2"" Dia",RFT,290.00
354,Insullation ,"Cork sheet 2.5"" Dia",RFT,312.55
355,Insullation ,"Cork sheet 3"" Dia",RFT,460.00
356,Insullation ,"Cork sheet 4"" Dia",RFT,500.00
357,Insullation ,"Cork sheet 5"" Dia",RFT,520.00
358,Insullation ,"Cork sheet 6"" Dia",RFT,540.00
359,Insullation ,"Cork sheet 8"" Dia",RFT,570.00
360,Insullation ,"Cork sheet 10"" Dia",RFT,590.00
361,Ducting works ,Adhesive 18 ltr,CAN,"27,000.00"
362,Ducting works ,Adhesive 3.78 ltr,CAN,"5,985.00"
363,PVC Pipe & Fittings ,"PVC Pipe 1/2"" Dia",Nos,39.00
364,PVC Pipe & Fittings ,"PVC Pipe 3/4""Dia",Nos,46.55
365,PVC Pipe & Fittings ,"PVC Pipe 1"" Dia",Nos,79.00
366,PVC Pipe & Fittings ,"PVC Pipe 1.5"" Dia",Nos,106.40
367,PVC Pipe & Fittings ,"PVC Pipe 2"" Dia",Nos,239.40
368,PVC Pipe & Fittings ,"PVC Pipe 2.5"" Dia",Nos,395.00
369,PVC Pipe & Fittings ,"PVC Pipe 3"" Dia",Nos,500.00
370,PVC Pipe & Fittings ,"PVC Pipe 4"" Dia",rft,600.00
371,PVC Pipe & Fittings ,"PVC Elbo 1/2"" Dia",Nos,59.00
372,PVC Pipe & Fittings ,"PVC Elbo 3/4"" Dia",Nos,72.50
373,PVC Pipe & Fittings ,"PVC Elbo 1"" Dia",Nos,79.00
374,PVC Pipe & Fittings ,"PVC Elbo 1.5"" Dia",Nos,105.00
375,PVC Pipe & Fittings ,"PVC Elbo 2"" Dia",Nos,133.00
376,PVC Pipe & Fittings ,"PVC Elbo 2.5"" Dia",Nos,198.00
377,PVC Pipe & Fittings ,"PVC Elbo 3"" Dia",Nos,266.00
378,PVC Pipe & Fittings ,"PVC Elbo 4"" Dia",Nos,370.00
379,PVC Pipe & Fittings ,"PVC Socket 1/2"" Dia",Nos,39.00
380,PVC Pipe & Fittings ,"PVC Socket 3/4"" Dia",Nos,46.00
381,PVC Pipe & Fittings ,"PVC Socket 1"" Dia",Nos,59.00
382,PVC Pipe & Fittings ,"PVC Socket 1.5"" Dia",Nos,79.80
383,PVC Pipe & Fittings ,"PVC Socket 2"" Dia",Nos,159.60
384,PVC Pipe & Fittings ,"PVC Socket 2.5"" Dia",Nos,265.00
385,PVC Pipe & Fittings ,"PVC Socket 3"" Dia",Nos,315.00
386,PVC Pipe & Fittings ,"PVC Socket 4"" Dia",Nos,310.00
387,PVC Pipe & Fittings ,"PVC T Joint 1/2"" Dia",Nos,105.00
388,PVC Pipe & Fittings ,"PVC T Joint 3/4"" Dia",Nos,131.00
389,PVC Pipe & Fittings ,"PVC T Joint 1"" Dia",Nos,145.00
390,PVC Pipe & Fittings ,"PVC T Joint 1.5"" Dia",Nos,198.00
391,PVC Pipe & Fittings ,"PVC T Joint 2"" Dia",Nos,255.00
392,PVC Pipe & Fittings ,"PVC Reducer 1/2"" Dia",Nos,38.50
393,PVC Pipe & Fittings ,"PVC Reducer 3/4"" Dia",Nos,46.00
394,PVC Pipe & Fittings ,"PVC Reducer 1"" Dia",Nos,59.00
395,PVC Pipe & Fittings ,"PVC Reducer 1.5"" Dia",Nos,79.80
396,Ducting works ,"Duct dismantle with insulation, jacketing angle, nut, bolt etc.",SFT ,59.85
397,Ducting works ,"PE foam insulation 1/2""",SFT ,132.00
398,Ducting works ,"PE foam insulation 3/4""",SFT ,150.00
399,Ducting works ,"PE foam insulation 1""",SFT ,160.00
400,Ducting works ,Solution Ica,Ltr,"1,800.00"
401,Ducting works ,MS angle ,RFT ,198.00
402,Ducting works ,Aluminum sheet,Sft,238.00
403,Ducting works ,Threaded rod  10mm,rft,25.00
404,Ducting works ,Anchor bolt,Nos,19.50
405,Ducting works ,Thread tape,Nos,22.00
406,Ducting works ,wrapping tape,Nos,133.00
407,Ducting works ,silicone gum,Nos,238.00
408,Ducting works ,Foil tape,Nos,220.00
409,Ducting works ,Oval Duct  repair,SFT ,133.00
410,Ducting works ,Butterfly Damper,inc ,35.00
411,Ducting works ,Drop In Anchor,Pcs,39.20
412,Ducting works ,10 mm thk internal Insul,sft,158.68
413,Ducting works ,Air Terminals,Pcs,0.00
414,Ducting works ,Reducer,SFT ,240.00
415,Ducting works ,End Cap,SFT ,266.00
416,Ducting works ,Coupler,SFT ,0.00
417,Ducting works ,Gripple,Pcs,0.00
418,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",HMI TD7  display,Set ,"420,000.00"
419,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Emergency  stop,Set ,"1,995.00"
420,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Fuse,  primary",Pcs,"3,500.00"
421,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Fuse,  secondary,  115v",Pcs,600.00
422,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Fuse,  secondary,  27v",Pcs,240.00
423,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",UC800 module,Set ,"532,000.00"
424,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Dual  low  voltage  input,  LCI—C communications  ",Set ,"73,000.00"
425,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Starter  module for compressor (Chiller)  ,Set ,"99,000.00"
426,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Dual  triac  output,  modulating   unload  and  load  module",Set ,"77,000.00"
427,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Quad  relay  outputs,  step  load  control  and  oil  return  valve",Set ,"70,000.00"
428,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Dual  high  voltage  input,  chilled  water  flow  and  interlock module",Set ,"72,500.00"
429,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Dual  low  voltage  input,  oil  loss  level,  circuit  module",Set ,"82,000.00"
430,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Dual  relay  outputs,  chilled  water  pump  start  command module",Set ,"70,000.00"
431,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Quad  relay  outputs,  unit  status   relays",Set ,"72,400.00"
432,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","analog  input/output,   module",Set ,"83,600.00"
433,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Resistor,  transition, ",Set ,"32,000.00"
434,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Transformer,   control  power",Set ,"32,000.00"
435,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","under/over  voltage  potential transformer,",Set ,"19,800.00"
436,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Power  supply  module,Set ,"104,000.00"
437,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",input  power  terminal,Set ,"19,000.00"
438,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Fans  cable  power  terminal,Set ,"6,000.00"
439,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Capacitor for ventilation fan,Pcs,600.00
440,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Contact realy,Pcs,240.00
441,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Liquid  level  optical  sensor,Set ,"59,000.00"
442,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)"," pressure  transducer, ",Set ,"60,000.00"
443,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","Liquid  line  pressure  transducer,  ",Set ,"62,000.00"
444,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",liquid  line  temperature   sensor,Set ,"38,000.00"
445,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Evaporator   temperature  sensor,Set ,"39,500.00"
446,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Economizer   discharge  temperature  sensor,Set ,"41,000.00"
447,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)", high  pressure  cutout switch,Set ,"35,500.00"
448,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",heater for compressor  ,Set ,"33,000.00"
449,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","heater,  for oil  separator, ",Set ,"38,000.00"
450,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",expansion   valve,Set ,"150,000.00"
451,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Expansion   valve module,Set ,"52,000.00"
452,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)", Economizer   expansion   valve,Set ,"32,000.00"
453,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)", Compressor   ,Set ,"5,034,000.00"
454,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Solenoid valve   load  control / unload,Set ,"35,500.00"
455,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Solenoid coil lod/ unload  control,Set ,"29,000.00"
456,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",solenoid valve  oil  return  ,Set ,"35,500.00"
457,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",solenoid valve step  load  ,Set ,"32,000.00"
458,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",solenoid coile  oil  return  control,Set ,"27,000.00"
459,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)", Condensor  fans motor,Set ,"332,500.00"
460,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)","liquid  level  optical  sensor,  oil  loss  ",Set ,"54,000.00"
461,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Oil cooler,Set ,"288,000.00"
462,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Refrigerant oil ,Ltr,"11,500.00"
463,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",VFD for Compressor  (Chiller-125TR),Set ,"2,374,000.00"
464,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",VFD for Compressor  (Chiller-200TR),Set ,"3,000,000.00"
465,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Module for condenser fan,Set ,"105,500.00"
466,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",RFI filter for AFD,Set ,"53,200.00"
467,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",AFD keypad,Set ,"130,000.00"
468,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",DC reactor,Set ,"206,150.00"
469,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",CT for compressor,Set ,"25,500.00"
470,"RTAG Air Cooled Rotary Liquid Chiller(Set: 01 & 02- RTAG205P, 200 TR, COP: 3.15, Two Ckt, Refrigerant: R134a,  MFD: 10/2019, Traine China
 , Set-03: RTAG125P  125TR, COP: 3.21,  Two Ckt,  Refrigerant: R134a, MFD 11/2020, Trane, China)",Service valve,Set ,"18,620.00"
